item_name,true_label,pred_label
مجموعة فرش رسم 26 قطعة من النايلون لفناني الشعر مع بكرة قماش وسكين واسفنجات احترافية للالوان المائية الزيتية وفرشاة رسم بمقبض خشبي للاطفال والكبار من الاكريليك والطلاء الصخري,Arts/Crafts/Needlework Supplies,Arts/Crafts/Needlework Supplies
داتو بوتي خل 1 لتر + داتو بوتي صلصة الصويا 1 لتر,Seasonings/Preservatives/Extracts,Oils/Fats Edible
"Super General 11 Kg Front Load Combo Washer With Built In Heater, 15 Programs, 1400RPM, SILVER, KSGWD11700CMBS| 2 Years Warranty.",Major Domestic Appliances,Major Domestic Appliances
دجاج مجمد ساديا 1.1 كجم,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals
Blueberry Peru 125 g,Fruits - Unprepared/Unprocessed (Fresh),Fruits - Unprepared/Unprocessed (Fresh)
الكبير أصابع السمك المجمدة 300 جم,Fish and Seafood,Fish and Seafood
Almarai Cooking Cream 1 Litre,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Beverages
Barbican Non Alcoholic Malt Beverage Regular 6 x 250 ml,Beverages,Beverages
"مفتاح إضاءة لاسلكي ذكي من توجيباي للتشغيل والإيقاف، تثبيت بدون أسلاك، جهاز تحكم عن بعد لاسلكي ذكي بنطاق 10 متر- 30 متر",Electrical Connection/Distribution,Electrical Lighting
Electric Lighting,Electrical Lighting,Electrical Lighting
Easy Origami: Over 30 Simple Projects!,Arts/Crafts/Needlework Supplies,Arts/Crafts/Needlework Supplies
تفاح أحمر أمريكي 1 كجم,Fruits - Unprepared/Unprocessed (Fresh),Fruits - Unprepared/Unprocessed (Fresh)
"GOODONE2 200-Pcs First Aid Kit Clean, Treat, Protect Minor Cuts, Scrapes. Home, Office, Car, School, Business, Travel, Emergency Kit, Survival, Hunting, Outdoor, Camping & Sports (200-Pcs) Black",Camping,Camping
مسحوق الفلفل الحار الكشميري الشرقي 310 جرام,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts
Montana Frozen Mixed Vegetables 400 g,Vegetables - Unprepared/Unprocessed (Frozen),Vegetables - Unprepared/Unprocessed (Frozen)
Panadol Extra Tablets 24s,Pharmaceutical Drugs,Health Treatments/Aids
Watermelon Cuts Large-650G,Fruits/Vegetables Fresh Cut,Fruits/Vegetables Fresh Cut
ستارة كشف عيادة متحرك – بارافان ثلاثي,Medical Devices,Healthcare - Medical Devices
Sponge Counting Systems,Medical Devices,Health Treatments/Aids
"سروال سباحة بيلير للرجال من كانو سيرف (مقاسات عادية و ممتدة)، البوليستر",Swimwear,Swimwear
Nestle KitKat 2 Finger 17.7 g,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products
"penypeal L85 Keyboard Stand for Adult Compatible for Yamaha P71//P45/P-125/P-128/P35Keyboard, Wooden, Black",Musical Instruments/Accessories,Musical Instruments/Accessories
رهف زيت دوار الشمس 1.5 لتر,Oils/Fats Edible,Oils/Fats Edible
"مجموعة أدوات حديقة متعددة الألوان من لوازم مكونة من 3 قطع، شوكة يدوية مريحة مقاومة للصدأ ومجرفة ومعول، للمناظر الطبيعية الخارجية والزراعة والحفر وزراعة الأعشاب",Tools/Equipment,Tools/Equipment
"Goody Pineapple Sliced, 567G - Pack Of 1",Fruits - Unprepared/Unprocessed (Shelf Stable),Fruits/Vegetables Fresh Cut
Hindaz Life - Support Compound Feed for Cats and Dogs - 200 ml,Veterinary Healthcare,Pet Food
"MediCaptain Youth Soccer Shin Guard Sleeves with Padded Protection, Includes Youth Shin Guards, Protective Leg Guards, Pre Cut Soccer Sleeves for Kids, Shin Defender",Protective Wear,Protective Wear
"تمبيه (Tempeh) من ""لايت لايف"" (Lightlife) 240 جرام",Meat/Fish/Seafood Substitutes,Meat/Fish/Seafood Substitutes
جهاز قياس ضغط الدم اليدوي,Home Diagnostics,Medical Devices
لولو لحم عجل جاموس صغير مجمد 900 جم,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals
سانديسك فلاش درايف USB كروزر بليد 32 GB,Computers/Video Games,Storage  \
McVitie's Hobnobs Oats Biscuits 255 g,Bread/Bakery Products,Bread/Bakery Products
"ثوب سباحة للرجال جامر مع متانة وقوة من سبيدو، ثوب للكبار موديل USA، البوليستر",Swimwear,Swimwear
STANEW Rotary Tool Kit with Flex Shaft - 102pcs Accessories Variable Speed 130W Electric Drill Set for Grinding Engraving Crafting Projects and DIY C,Arts/Crafts/Needlework Supplies,Arts/Crafts/Needlework Supplies
Noor Sunflower Oil 2 x 1.5 Litres + Frylite Oil 750 ml,Oils/Fats Edible,Oils/Fats Edible
كي دي دي عصير تفاح 180 مل × 6 حبات,Beverages,Beverages
Peeled Pineapple 500g,Fruits/Vegetables Fresh Cut,Fruits - Unprepared/Unprocessed (Fresh)
Sadia Frozen Chicken Griller 1 kg,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals
Women's Satin Negligees Nightgowns Adjustable Spaghetti Strap Nightdress Chemise Nighties V Neck Lingerie Nightshirt Sleepwear M-XXL,Sleepwear,Sleepwear
"JYEFHUIA Camping lounge chair, portable lightweight folding outdoor camping chair with footstool, headrest, cup holder and storage bag, mesh breathable lounge chair, weighing 330 pounds (grey)",Camping,Camping
"Ronnie Coleman Signature Series L Carnitine XS 4000 Liquid, Stimulant Free, Sugar Free, Zero Carbs, Lean Muscle Strength Support for Men & Women, 16 Oz (16 oz, Rainbow Candy (4000))",Health Enhancement,Health Treatments/Aids
Veterinary Formula Clinical Care Antiseptic and Antifungal Medicated Spray - 8 oz,Veterinary Healthcare,Veterinary Healthcare
LuLu USA Pista Roasted Lemon 500 g,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Oils/Fats Edible
جف زبدة الفول السوداني كرانشي اكسترا 454 جم,Prepared/Preserved Foods,Oils/Fats Edible
مصباح LED للتخييم مع حامل ثلاثي القوائم عمل لصنارة الصيد خيمة خارجي فانوس تخييم ارضي محمول 1680 لومن USB ارتفاع قابل للتعديل للسفر والشواء والطوارئ واصلاح السيارات أسود,Camping,Camping
"بريجناتا اختبار حمل بخطوة واحدة، ميدستريم - 1 قطعة",Family Planning,Health Treatments/Aids
Life Extension Ultra Prostate Formula (60 Softgels),Health Enhancement,Health Treatments/Aids
رويال خضار مشكلة مجمدة 400 جرام,Vegetables - Unprepared/Unprocessed (Frozen),Vegetables - Unprepared/Unprocessed (Frozen)
"سراويل داخلية نحيفة حريمي بحزام من دريس سيسي، سراويل داخلية منخفضة الارتفاع بدون خياطة، عبوة من قطعتين",Underwear,Underwear
"King Tools & Equipment, Inc. 12-inch Locking Pliers, Curved Jaw",Tools/Equipment,Tools/Equipment
Batook Special Mint Chewing Gum 5 x 20 pcs,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products
Sugarloaf,Vegetables - Unprepared/Unprocessed (Fresh),Cereal/Grain/Pulse Products
KRECS Household Items Countertop Blender Vegetable Fruit and Food,Small Domestic Appliances,Small Domestic Appliances
شمس زيت دوار الشمس النقي عرض توفير 2 × 1.5 لتر,Oils/Fats Edible,Oils/Fats Edible
تشوبا تشوبس حلوى صغيره حامضة جيلي الفواكه المختلطة 85.5 جم,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products
جهاز تخطيط القلب 3 قناة 1103L,Medical Devices,Medical Devices
Holsten Mojito Non Alcoholic Malt Beverage 6 x 330 ml,Beverages,Beverages
"Bonsenkitchen - Immersion Blender, 20 Variable Speeds & Turbo",Small Domestic Appliances,Small Domestic Appliances
Pan De Coconut Bread-1PCS,Bread/Bakery Products,Bread/Bakery Products
Montana Peas And Carrot 400g,Vegetables - Unprepared/Unprocessed (Frozen),Vegetables - Unprepared/Unprocessed (Shelf Stable)
"Alsaffan 80W 6A Lipo Battery Balance Charger Discharger for LiPoÃƒÂ¯Ã‚Â¼Ã‚Å’Li-ionÃƒÂ¯Ã‚Â¼Ã‚Å’Li-FeÃƒÂ¯Ã‚Â¼Ã‚Å’LiHV Battery (1-6S), NiMHÃƒÂ¯Ã‚Â¼Ã‚Å’ (1-15S), Rc Hobby Battery Balance Charger, Blue",Electrical Connection/Distribution,Electrical Connection/Distribution
"منقي الهواء من ليفويت للمنزل، فلتر هيبا H13 الهادئ يزيل حبوب اللقاح والجسيمات المسببة للحساسية والغبار والدخان بنسبة 99.97% ومحمول لتتمكن نقله لغرفة النوم مع 3 سرعات، اضاءة ليلية، تذكير لتغيير الفلتر",Small Domestic Appliances,Air Purifiers
ام اند امز شوكولاتة كريسبي 170 جم,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products
Durex Extended Pleasure Condoms,Family Planning,Family Planning
"مجموعة انابيب وتركيبات انابيب كهربائية من بلاستيك PVC من بيلا مكونة من 10 قطع - حل متين ومقاوم للتآكل للاسلاك والكابلات الكهربائية الداخلية والخارجية (مقرن، 20 ملم)",Electrical Cabling/Wiring,Electrical Cabling/Wiring
لولو أرز تايلندي 5 كجم,Cereal/Grain/Pulse Products,Cereal/Grain/Pulse Products
"تمور العجوة من ناليا – عبوة 250ج | عجوة فاخرة من المدينة | خالي من الغلوتين, نباتي, طبيعي وصحي",Fruits - Unprepared/Unprocessed (Shelf Stable),Cereal/Grain/Pulse Products
Grapes Red Globe 500 g,Fruits - Unprepared/Unprocessed (Fresh),Fruits - Unprepared/Unprocessed (Fresh)
بنطلون رياضي ريفال من قماش فليس من اندر ارمور,Activewear,Activewear
لولو زيت طهي خفيف 2 × 1.5 لتر,Oils/Fats Edible,Oils/Fats Edible
مسحوق الكاري الشرقي 125 جرام,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts
لانسا لايتنغ شريط LED مرن,Electrical Lighting,Electrical Lighting
Beyond Meat 2 Burger Plant-Based Patties 226g,Meat/Fish/Seafood Substitutes,Meat/Poultry/Other Animals
Leaf Vegetables Variety Pack,Vegetables - Unprepared/Unprocessed (Fresh),Vegetables (Non Leaf) - Unprepared/Unprocessed (Fresh)
بيك سولوشن ميزان حرارة رقمي,Home Diagnostics,Healthcare - Medical Devices
DoleÂ Frozen Tropical Gold Pineapple Chunks-400G,Fruits - Unprepared/Unprocessed (Frozen),Fruits - Unprepared/Unprocessed (Frozen)
Walnuts 150g,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Nuts/Seeds - Unprepared/Unprocessed (Perishable)
Goody Vermicelli Nest 250 g,Prepared/Preserved Foods,Cereal/Grain/Pulse Products
عبوة باكدورنز باروكية مغسولة وجاهزة للأكل,Fruits/Vegetables Fresh Cut,Fruits/Vegetables Fresh Cut
"سراويل بدون درز خياطة للنساء، سراويل داخلية نسائية",Underwear,Underwear
Billabong womens Beach Vibes Cover Up Swimwear Cover Up,Swimwear,Swimwear
"رهف زيت دوار الشمس,5 لتر",Oils/Fats Edible,Oils/Fats Edible
Banana Yellow Big 1 kg,Fruits - Unprepared/Unprocessed (Fresh),Fruits - Unprepared/Unprocessed (Fresh)
Philips Air Purifier Series 1000,Small Domestic Appliances,Major Domestic Appliances
بريتانيا 50-50 بسكويت ماسكا شاسكا 71 جم,Bread/Bakery Products,Bread/Bakery Products
جهاز قياس ضغط الدم الإلكتروني YKBP-11,Home Diagnostics,Medical Devices
"ECVVÃƒâ€šÃ‚Â® Electric Air Pump for Mattress & Inflatables, Portable Quick-Fill Pump with 3 Nozzles, Ideal for Camping & Outdoor Use",Camping,Camping
Frozen Cut Green Beans pack ready for cooking-400G,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Unprepared/Unprocessed (Frozen)
"مقبس تحويل الماني 1 الى 3 مع مفتاح من فولتشاين، مثالي للتعديل الكهربائي يضمن سلامة وكفاءة التوصيلات، ويسهل استخدام الكهرباء",Electrical Connection/Distribution,Electrical Connection/Distribution
Americana Mixed Vegetables Frozen 900 g,Vegetables - Unprepared/Unprocessed (Frozen),Vegetables - Unprepared/Unprocessed (Frozen)
برجر لحم بقري ساديا جامبو 1 كجم,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals
Peanut Butter & Co. White Chocolate Wonderful Peanut Butter 454 g,Prepared/Preserved Foods,Oils/Fats Edible
Manuka Doctor Squeezable Black Forest Honey 500 g,Prepared/Preserved Foods,Beverages
"Paporich 180 PCS High Quality Color Wire Connector, Spring Screw Type, Closed Terminal Wire Connector, Multi-functional Electrical Accessories, for Home Appliances, Automotive Electronics",Electronic Communication Components,Electrical Connection/Distribution
"أورجانيك تراديشنز بذور المشمش العضوية، حبات المشمش المر العضوية، 8 أونصة",Nuts/Seeds - Unprepared/Unprocessed (In Shell),Fruits/Vegetables/Nuts/Seeds Prepared/Processed
Quorn Meatless Mince,Meat/Fish/Seafood Substitutes,Meat/Fish/Seafood Substitutes
"خيمة سهلة التركيب قابلة للفتح تلقائيا مع شنطة حمل من وايزكيز، تتسع من 2 إلى 4 أشخاص، مناسبة للرحلات والتنزه والتخييم",Camping,Camping
مياه شرب معبأة إيفال سعة 1.5 لتر,Beverages,Beverages
نوترابلاست جل وكريم لمنع الحمل للاستعمال مرة واحدة مع علامات الجرعة (عبوة من 15 قطعة) | مغلفة بشكل فردي,Family Planning,Family Planning
شركة مطاحن الدقيق و المخابز الكويتية دقيق دقيق فاخر ٥ كجم,Cereal/Grain/Pulse Products,Cereal/Grain/Pulse Products
"ARROW Double Door REFRIGERATOR 178L 6.4 Cubic feet, White, RO2-280L",Major Domestic Appliances,Major Domestic Appliances
محفظة جلدية رجالي بحزام كومبو من ويلدهورن,Clothing,Accessories
Saudia UHT Whole Milk 12 x 1 Litre,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes
Welch Allyn Pocket LED Otoscope,Medical Devices,Medical Devices
"شور ميكروفون صوتي - Sm58-Lce-X، XLR، أحادي الاتجاه، أسود",Musical Instruments/Accessories,Musical Instruments/Accessories
Pepsi Glass Bottles Cola Beverage 250 ml,Beverages,Beverages
Classic Baroque Coleslaw with Cabbage and Carrots Washed and Ready to Eat 325g,Fruits/Vegetables Fresh Cut,Vegetables - Unprepared/Unprocessed (Fresh)
ديزني قميص نوم للبنات بتصميم ميني ماوس مقاس 2-6 سنوات,Sleepwear,Sleepwear
Nagaraya Original Cracker Nuts 160 g,Confectionery/Sugar Sweetening Products,Nuts/Seeds - Unprepared/Unprocessed (Perishable)
لوز محمص مملح 500 جرام,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Unprepared/Unprocessed (Perishable)
"نظارات امان بوليفيا، نظارات واقية شفافة للعينين، 3 عبوات من النظارات الشمسية السلامة مع عدسات مضادة للضباب ومقاومة للخدش، نظارات واقية للعمل والمختبر وركوب الدراجات والبناء وطب الأسنان",Protective Wear,Protective Wear
رداء سباحة قصير للنساء من قطعتين ملفوف للشاطئ وتنورة قصيرة ووشاح شيفون لملابس السباحة والعطلات مقاس عالمي ابيض واسود,Swimwear,Swimwear
"Nail Biting Treatment for Kids, Natural Thumb Sucking Pain Relief for Kids, Bitters, Plant Extracts (15ml)",Health Treatments/Aids,Health Treatments/Aids
"Victoria's Secret Cotton Long Pajama Set, Women's Sleepwear (XS-XXL)",Sleepwear,Sleepwear
"مجموعة ادوات مائدة للتخييم مع حافظة، ادوات مائدة للتخييم من الستانلس ستيل محمولة مع اطباق وشوك وملاعق للسفر في الهواء الطلق للمكتب والشواء والنزهات والمشي لمسافات طويلة",Camping,Camping
أونيكوما سماعة رأس K1B للألعاب مزودة بميكروفون,Computers/Video Games,Electronics
لولو حمص أبيض 500جم,Cereal/Grain/Pulse Products,Cereal/Grain/Pulse Products
"Glemgas Glem Gas Cooker Ranges, Silver - AL9612GIFS",Major Domestic Appliances,Major Domestic Appliances
مصباح اضاءة LED 1 واط لعرض المجوهرات,Electrical Lighting,Electrical Lighting
Orange Valencia South Africa 1 kg,Fruits - Unprepared/Unprocessed (Fresh),Fruits - Unprepared/Unprocessed (Fresh)
مجموعة ساعة الكترونية رقمية AT89C2051 تيار مستمر 5 فولت - 12 6 بت وحدة مكون من لوحة PCB للتدريب على اللحام ذاتية الصنع اجزاء في انبوب 12nixie تجميع,Electronic Communication Components,Electrical Cabling/Wiring
العطار كيوي مجفف 250 جرام,Fruits - Unprepared/Unprocessed (Shelf Stable),Fruits - Unprepared/Unprocessed (Shelf Stable)
"Jorunb Large Foldable Table,Portable Camping Table,Picnic Table,Backpacking Table with Storage Waterproof Pocket,for Outdoor BBQ,Cookout,Picnic,Beach 95 * 55 * 50cm",Camping,Camping
مينتوس علكة بيضاء بنكهة توتي فروتي خالية من السكر 54 جم,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products
"Blood Glucose Monitor Kit,Blood Glucose Meter with 50 Strips and Blood Lancets,Portable Blood Sugar Test Kit,Sugar Blood Test Monitor,Coding-free Meter and Large Display Home Blood Sugar Check Machine",Medical Devices,Home Diagnostics
نيكاي موزّع ماء بارد وساخن مُزوّد بثلاجة NWD1206NK أبيض,Major Domestic Appliances,Major Domestic Appliances
Baby Spinach & Rocket Mix - Bundle,Fruits/Vegetables Fresh & Fresh Cut,Vegetables - Unprepared/Unprocessed (Fresh)
Logitech G733 Light Speed Wireless RGB Gaming Headset 51590,Computers/Video Games,Computers/Video Games  >  Video Games  >  Video Games Accessories  >  Head
BMB TOOLS Oil filter Wrench 14 Piece Black,Tools/Equipment,Tools/Equipment
"Sonoff M5-3C-86 SwitchMan 3 Gang Smart Wall Switch, Remote/Voice Control, Share Control, Smart Scene, Countdown Timing, 2.4GHz Wifi, 2200W Max Power, Works with Alexa & Google Home, Dim Grey",General Electrical Hardware,Electrical Connection/Distribution
Puck Cream Can 160 g,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Beverages
"Protector,Professional Solar Energy Auto Darkening Welding Safety Goggles Anti-glare UV Weld Glasses",Protective Wear,Protective Wear
جوز البيكان مع القشرة,Nuts/Seeds - Unprepared/Unprocessed (In Shell),Nuts/Seeds - Unprepared/Unprocessed (In Shell)
Nutella Biscuits Filled With Chocolate & Hazelnut 166 g,Bread/Bakery Products,Bread/Bakery Products
Baby Gender Find Having A Boy Or A Girl As 6 Week Pregnancy,Family Planning,Health Treatments/Aids
Al Gharbi Broad Beans 900 g,Vegetables (Non Leaf) - Unprepared/Unprocessed (Fresh),Cereal/Grain/Pulse Products
24W RGB+CCT LEDs Ceiling Light Supported Wirelessly & BT Double Connected/Voice Control/DIY Customed Lighting Setting/Music Sync/Brightness Speed Adjustable for Living Room Bedroom Study,Electrical Lighting,Electrical Lighting  #
كارفور بازلاء حلوة وجزر 720 مل,Prepared/Preserved Foods,Vegetables - Unprepared/Unprocessed (Shelf Stable)
كلوقز كوكو بوبس شوكو حبوب الإفطار 20% سكر أقل 480 جم,Cereal/Grain/Pulse Products,Cereal/Grain/Pulse Products
باريلا بيستو ألا جينوفيز صلصة البيستو بالريحان 190 جم,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts
Doriva Boomy Boom Chocolate Assorted 1 kg,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products
"VEGAN Tuna Fish UnMeat 100% PLANT-BASED - Vegetarian Meat Fish-Free (Vegan Tuna Sampler Pouches (3 count - 15oz), in Sunflower Oil, Hot & Spicy & in Water))",Meat/Fish/Seafood Substitutes,Meat/Fish/Seafood Substitutes
"LED Camping Lantern, Portable Solar Light Bulb with 3 Lighting Modes, Battery Powered Emergency Lantern for Power Outages, Camping, Hiking & Indoor Use, 2 Pack",Camping,Camping
"Salter EK2937 Deco Toaster ÃƒÂ¢Ã‚â‚¬Ã‚â€œ 2-Slice Electric Toaster, 7 Variable Browning Levels, Auto-Centring Bread Function, Anti-Jam & Anti-Slip, Defrost/Reheat/Cancel, Removable Crumb Tray, 850 W, Black",Small Domestic Appliances,Major Domestic Appliances
لولو بيوندا,Vegetables - Unprepared/Unprocessed (Shelf Stable),Cereal/Grain/Pulse Products
Denx Drill Driver Kit From Denx 12V,Tools/Equipment,Cereal/Grain/Pulse Products
Nike 3/4 length classic iI sports socks,Underwear,Tools/Equipment
"يوجرين شريط الطاقة 6 في 1 واقي من زيادة التيار قابس تمديد متعدد المنافذ بثلاثة مقابس تيار متردد شاحن سريع USB C بثلاثة منافذ USB، محطة شحن تايب سي ثلاثية المقابس في المملكة المتحدة للمطبخ",Electrical Connection/Distribution,Underwear
"Power Supply Test Cable, Mobile Phone Boot Line Mainboard Testing Cable Mobile Phone Repair Power Cord Special Detection Line for IOS XS XR 8/7/6/5/4 8P 7P 6S 6SP 5S 4S",Electrical Cabling/Wiring,Electrical Connection/Distribution
,,Electrical Connection/Distribution
